company,title,location,url,source,ats,id,pay,benchmark,family,timing,score,cv_variant
CloudMile 萬里雲,雲端解決方案架構師 Cloud Solution Architect (Data/AI),"信義區, 台北市, 台灣",https://www.cake.me/companies/mile.cloud/jobs/11ac9c2f-30ca-44da-b61f-627d3eb6e95c-cloud-solution-architect-data-a-d036fb9623d9af4dd194ff2d6c8301,cake,cake,11ac9c2f-30ca-44da-b61f-627d3eb6e95c-cloud-solution-architect-data-a-d036fb9623d9af4dd194ff2d6c8301,not stated,market: no benchmark for this role family,other,ft,10,zh
Cloudflare,"Principal Partner Solutions Engineer, SAARC (Based in Bangalore)",Hybrid or Remote,https://boards.greenhouse.io/cloudflare/jobs/8024889?gh_jid=8024889,greenhouse:cloudflare,sqlite,8024889,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
CoverGo,Senior Software QA Engineer,Remote,https://remoteOK.com/remote-jobs/remote-senior-software-qa-engineer-covergo-1136378,remoteok,sqlite,1136378,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Crypto.com,"Senior Analyst, Digital Trust and Resilience (Infosec)",Taipei,https://web3.career/senior-analyst-digital-trust-and-resilience-infosec-crypto-com/154067,web3career,sqlite,154067,not stated,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,later_senior,5,en
DAHUA AI Corp.,AI 語言內容與教學設計專員 | 應用語言學、教學法 | AI prompt | Python | 全遠端,臺北市,https://www.yourator.co/companies/dahuachinese/jobs/46700,yourator,sqlite,46700,"NT$ 40,000 - 80,000 (月薪)",market: no benchmark for this role family,other,ft,20,zh
DAHUA AI Corp.,全端工程師 | 完全遠端 | 美國教育科技新創,臺北市,https://www.yourator.co/companies/dahuachinese/jobs/35475,yourator,sqlite,35475,"NT$ 60,000 - 80,000 (月薪)",market: no benchmark for this role family,software,ft,20,zh
DELTA ELECTRONICS INC. 台達電子工業股份有限公司,系統設計資深工程師_通信基礎設施事業部(中壢+外派),"中壢區, 桃園市, 台灣",https://www.cake.me/companies/delta-electronics/jobs/c446fdc1-6ff5-4420-95f0-f59ac27e98f9-senior-system-design-engineer-c-7002934009b8403461dd30d7fd65be,cake,sqlite,c446fdc1-6ff5-4420-95f0-f59ac27e98f9-senior-system-design-engineer-c-7002934009b8403461dd30d7fd65be,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,later_senior,20,zh
DEVCORE 戴夫寇爾,Penetration Tester 滲透測試工程師,"松山區, 台北市, 台灣",https://www.cake.me/companies/devcore/jobs/penetration-tester,cake,sqlite,penetration-tester,Annual Salary TWD 1100000~1600000,market: no benchmark for this role family,software,ft,20,en
DEVCORE 戴夫寇爾,Senior Developer 紅隊工具開發工程師,"松山區, 台北市, 台灣",https://www.cake.me/companies/devcore/jobs/senior-developer-for-red-team-tool,cake,cake,senior-developer-for-red-team-tool,Annual Salary TWD 1300000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
DR.WU,資訊工程師,臺北市,https://www.yourator.co/companies/DRWU/jobs/46878,yourator,sqlite,46878,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
Dapper,Web3 Senior / Staff Software Engineer – Dapper Wallet (Ethereum) Remote at Dapper,Remote,https://web3.career/senior-staff-software-engineer-dapper-wallet-ethereum-dapper/14332,web3career,sqlite,14332,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Dcard,GNTC - Enterprise Sales & Partnerships Manager - AI Platform,臺北市,https://www.yourator.co/companies/Dcard/jobs/48140,yourator,sqlite,48140,面議（經常性薪資達4萬元）,market: no benchmark for this role family,other,later_senior,20,en
Dcard,GNTC - Enterprise Sales & Partnerships Manager - AI Platform,"Taipei, Taiwan ",https://job-boards.greenhouse.io/dcard/jobs/8168616,,greenhouse,8168616,not stated,market: no benchmark for this role family,other,later_senior,5,en
Dell Technologies,2027 Software Engineering Rotation Program of Client Solutions Group(D11142/D11144/D11145/D11140/D11137),"大安區, 台北市, 台灣",https://www.cake.me/companies/DellTechnologies/jobs/2027-software-engineering-rotation-program-of-client-solutions-group-d11142-d11144-d11145-d11140-d11,cake,sqlite,2027-software-engineering-rotation-program-of-client-solutions-group-d11142-d11144-d11145-d11140-d11,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,10,en
Deloitte Taiwan 勤業眾信聯合會計師事務所,【資訊科技服務】.NET軟體工程師,"信義區, 台北市, 台灣",https://www.cake.me/companies/deloitte-taiwan/jobs/24086d7b-05bc-4ba4-acdb-e0b9d357f501-information-technology-services-2152d1502935c9c27c3d54bcd6d687,cake,sqlite,24086d7b-05bc-4ba4-acdb-e0b9d357f501-information-technology-services-2152d1502935c9c27c3d54bcd6d687,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
Discord,"Engineering Manager, Notifications",Remote,https://job-boards.greenhouse.io/discord/jobs/8537955002,greenhouse:discord,sqlite,8537955002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Discord,"Engineering Manager, Revenue",Remote,https://job-boards.greenhouse.io/discord/jobs/8502342002,greenhouse:discord,sqlite,8502342002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Elaiksir_ 潤海股份有限公司,Software Engineer 軟體工程師,"信義區, 台北市, 台灣",https://www.cake.me/companies/elaiksir/jobs/software_engineer,cake,sqlite,software_engineer,Monthly Salary TWD 50000~120000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
"Elmo Tech Co., Ltd",QA軟體測試工程師,"大安區, 台北市, 台灣",https://www.cake.me/companies/elmo-tech-co-ltd/jobs/qa-software-testing-engineer,cake,sqlite,qa-software-testing-engineer,Monthly Salary TWD 55000~75000,market: no benchmark for this role family,software,ft,20,zh
Empire Assets,Junior Crypto Analyst & Trader,Remote,https://remoteOK.com/remote-jobs/remote-junior-crypto-analyst-trader-empire-assets-1137307,remoteok,sqlite,1137307,60000-80000,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,15,en
Ethereum,Web3 Networking Engineer Remote at Ethereum,remote,https://web3.career/networking-engineer-ethereum/22476,web3career,sqlite,22476,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,5,en
Eunodata,前端開發工程師 Front-End Engineer,"台北市, 台灣",https://www.cake.me/companies/eunodata/jobs/front-end-engineer-525,cake,sqlite,front-end-engineer-525,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,10,zh
Exodus,Web3 React Native/React Front-End Engineer Remote at Exodus,remote,https://web3.career/react-native-react-front-end-engineer-exodus/16705,web3career,sqlite,16705,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,5,en
FPT_艾福提資訊有限公司,Junior AI Engineer (Mandarin and English),"台北市, 台灣",https://www.cake.me/companies/5a2/jobs/junior-ai-engineer-mandarin-and-english,cake,sqlite,junior-ai-engineer-mandarin-and-english,Monthly Salary TWD 50000,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,20,ai
FUNRAISE,AI 顧問（AI Consultant）,臺北市,https://www.yourator.co/companies/funraise/jobs/46359,yourator,sqlite,46359,面議（經常性薪資達4萬元）,market: no benchmark for this role family,other,ft,20,zh
FUNRAISE,前端工程師 Frontend Engineer (Junior Level / Mid Level),臺北市,https://www.yourator.co/companies/funraise/jobs/47863,yourator,sqlite,47863,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
FUNRAISE,資料 / 後端工程師 Data / Backend Engineer (Mid to Senior Level),臺北市,https://www.yourator.co/companies/funraise/jobs/46487,yourator,sqlite,46487,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
GEEVERGREEN,Assistant Engine Process Engineer,桃園市,https://www.yourator.co/companies/GEEVERGREEN/jobs/47731,yourator,sqlite,47731,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
GEEVERGREEN,Assistant Engineer,桃園市,https://www.yourator.co/companies/GEEVERGREEN/jobs/45695,yourator,sqlite,45695,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
GEEVERGREEN,"Engineer (Intern, 3 Days Part Time)",桃園市,https://www.yourator.co/companies/GEEVERGREEN/jobs/47726,yourator,sqlite,47726,面議（經常性薪資達4萬元）,market: interns typically NT$200-250/hour or a fixed monthly stipend,software,now_intern,70,en
GEEVERGREEN,Product Engineer (Guanyin),桃園市,https://www.yourator.co/companies/GEEVERGREEN/jobs/48001,yourator,sqlite,48001,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
GEEVERGREEN,Quality Engineer,桃園市,https://www.yourator.co/companies/GEEVERGREEN/jobs/43732,yourator,sqlite,43732,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Gamania 橘子集團,[總部] Backend Engineer_24210,臺北市,https://www.yourator.co/companies/gamania/jobs/38456,yourator,sqlite,38456,"NT$ 800,000 - 1,100,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
Gamania 橘子集團,[總部] Senior Backend Engineer_24308,臺北市,https://www.yourator.co/companies/gamania/jobs/37636,yourator,sqlite,37636,"NT$ 800,000 - 1,100,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
Gamania 橘子集團,[總部] Site Reliability Engineer (SRE)_0089*,臺北市,https://www.yourator.co/companies/gamania/jobs/26610,yourator,sqlite,26610,"NT$ 700,000 - 1,200,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
Gamania 橘子集團,[遊戲橘子]SRE 網站可靠性工程師,臺北市,https://www.yourator.co/companies/gamania/jobs/37206,yourator,sqlite,37206,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
GitLab,"Site Reliability Engineer, Infrastructure Platforms — UK (Intermediate to Senior Staff)",Remote,https://job-boards.greenhouse.io/gitlab/jobs/8773546002,greenhouse:gitlab,sqlite,8773546002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
GitLab,Staff Software Engineer,Remote,https://job-boards.greenhouse.io/gitlab/jobs/8754823002,greenhouse:gitlab,sqlite,8754823002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
GitLab,Staff Software Engineer,Remote,https://job-boards.greenhouse.io/gitlab/jobs/8755304002,greenhouse:gitlab,sqlite,8755304002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
GliaCloud,(FT) AI×事業開発ポジション（グローバル環境）(新卒/AI事業開発),臺北市,https://www.yourator.co/companies/GliaCloud/jobs/47335,yourator,sqlite,47335,"NT$ 45,000 - 55,000 (月薪)",market: no benchmark for this role family,other,ft,20,zh
GliaCloud,(FT) Business Management Associate (สำหรับนักศึกษาจบใหม่ / สาย AI & Business Development),臺北市,https://www.yourator.co/companies/GliaCloud/jobs/47333,yourator,sqlite,47333,面議（經常性薪資達4萬元）,market: no benchmark for this role family,other,ft,20,en
GliaCloud,(FT) 비즈니스 매니지먼트 어소시에이트 (신입 / AI & BD 중심),臺北市,https://www.yourator.co/companies/GliaCloud/jobs/47336,yourator,sqlite,47336,"NT$ 45,000 - 55,000 (月薪)",market: no benchmark for this role family,other,ft,20,en
GliaCloud,(Intern) AI×事業開発インターン募集,臺北市,https://www.yourator.co/companies/GliaCloud/jobs/47289,yourator,sqlite,47289,NT$ 200 - 200 (時薪),market: interns typically NT$200-250/hour or a fixed monthly stipend,other,now_intern,70,en
GliaCloud,(Intern) นักศึกษาฝึกงานฝ่ายบริหารธุรกิจ (เน้น AI & Business Development),臺北市,https://www.yourator.co/companies/GliaCloud/jobs/47285,yourator,sqlite,47285,NT$ 200 - 200 (時薪),market: interns typically NT$200-250/hour or a fixed monthly stipend,other,now_intern,70,en
GliaCloud,(Intern) 비즈니스 매니저 인턴 채용 (AI & BD(영업 및 사업개발) 중심),臺北市,https://www.yourator.co/companies/GliaCloud/jobs/47274,yourator,sqlite,47274,NT$ 200 - (時薪),market: interns typically NT$200-250/hour or a fixed monthly stipend,other,now_intern,70,en
GliaCloud,Business Management Associate (New Grad / AI & BD Focus),臺北市,https://www.yourator.co/companies/GliaCloud/jobs/46691,yourator,sqlite,46691,"NT$ 45,000 - 55,000 (月薪)",market: no benchmark for this role family,other,ft,20,en
GliaCloud,Business Management Intern (AI & BD Focus),臺北市,https://www.yourator.co/companies/GliaCloud/jobs/46692,yourator,sqlite,46692,NT$ 200 - (時薪),market: interns typically NT$200-250/hour or a fixed monthly stipend,other,now_intern,70,en
GliaCloud 集雅科技,Business Management Associate (New Grad / AI & BD Focus),"台北市, 台灣",https://www.cake.me/companies/gliacloud/jobs/business-management-associate-new-grad-ai-bd-focus,cake,sqlite,business-management-associate-new-grad-ai-bd-focus,Monthly Salary TWD 45000~55000,market: no benchmark for this role family,other,ft,20,en
GoFreight,<You tell us> - GoFreight Engineering Team,臺北市,https://www.yourator.co/companies/HardCoreTechnology/jobs/35640,yourator,sqlite,35640,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Gogolook,Credit Risk Data Analyst (Consumer Lending) 信用風險數據分析師,Taipei,https://jobs.lever.co/Gogolook/e916bf13-6782-4715-9632-857548a914b9,,lever,e916bf13-6782-4715-9632-857548a914b9,not stated,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,5,en
Gogolook,Machine Learning Engineer,Taipei,https://jobs.lever.co/Gogolook/53ccbfd0-9139-4ce6-be17-adb2497c518c,,lever,53ccbfd0-9139-4ce6-be17-adb2497c518c,not stated,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,70,ai
Gogolook,Senior Android Engineer,Taipei,https://jobs.lever.co/Gogolook/b0dfea37-cbe0-4166-8437-fd842a650807,,lever,b0dfea37-cbe0-4166-8437-fd842a650807,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Gogolook,Senior Backend Engineer (Anti-Scam 2B Team),Taipei,https://jobs.lever.co/Gogolook/50e5a14b-8196-4223-9e3e-5ccf1157b002,,lever,50e5a14b-8196-4223-9e3e-5ccf1157b002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Gogolook,Software Development Engineer in Test (Backend),Taipei,https://jobs.lever.co/Gogolook/96252062-eae1-427a-a02d-1cb3de76ebaf,,lever,96252062-eae1-427a-a02d-1cb3de76ebaf,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,5,en
Gogoro Taiwan Limited_睿能創意股份有限公司,電池機構助理工程師/實習生,桃園市龜山區經歷不拘專科月薪35,https://www.104.com.tw/job/90isb,104,sqlite,90isb,"月薪35,000元以上",market: no benchmark for this role family,software,now_intern,70,zh
Google,AI Application Engineer,"新北市, 台灣",https://www.cake.me/companies/Google/jobs/101850575875777222-ai-application-engineer-66cc9f6522874bd03c255c44b00726,cake,cake,101850575875777222-ai-application-engineer-66cc9f6522874bd03c255c44b00726,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Google,"Senior Software Engineer, Cloud AI/ML Infrastructure","台北市, 台灣, 台灣",https://www.cake.me/companies/Google/jobs/72757708658221766-senior-software-engineer-cloud-ai-ml-infrastructur-d62928769280ac488f663044b469f2,cake,cake,72757708658221766-senior-software-engineer-cloud-ai-ml-infrastructur-d62928769280ac488f663044b469f2,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Google,"Senior Software Engineer, Pixel Camera Performance","新北市, 台灣",https://www.cake.me/companies/Google/jobs/73435834602136262-senior-software-engineer-pixel-camera-performance-379dbe0529643cd38499bfae0882ab,cake,cake,73435834602136262-senior-software-engineer-pixel-camera-performance-379dbe0529643cd38499bfae0882ab,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Google,"Software Engineer, Android Laptops and Tablets Camera","新北市, 台灣",https://www.cake.me/companies/Google/jobs/125226062085792454-software-engineer-android-laptops-and-tablets-cam-f825e591047993795f93dd67e6139c,cake,cake,125226062085792454-software-engineer-android-laptops-and-tablets-cam-f825e591047993795f93dd67e6139c,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Google,"Software Engineer, PhD, Early Careers, Google Cloud","台北市, 台灣, 台灣",https://www.cake.me/companies/Google/jobs/139644332427616966-software-engineer-phd-cloud-platforms-2026-star-2c6c6d5441680de99c1c1fa2838caa,cake,sqlite,139644332427616966-software-engineer-phd-cloud-platforms-2026-star-2c6c6d5441680de99c1c1fa2838caa,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Google,"Software Engineering Intern, PhD, Summer 2027","新北市, 台灣, 台北市, 台灣, 台灣",https://www.cake.me/companies/Google/jobs/104551723757904582-software-engineering-intern-phd-summer-2027-305947634ca34340ab611dcb0606df,cake,cake,104551723757904582-software-engineering-intern-phd-summer-2027-305947634ca34340ab611dcb0606df,Monthly Salary 0~0,market: interns typically NT$200-250/hour or a fixed monthly stipend,software,now_intern,70,en
Google,"Software Engineering Manager, Cloud AI/ML Infrastructure","台北市, 台灣, 台灣",https://www.cake.me/companies/Google/jobs/117526263760855750-software-engineering-manager-cloud-ai-ml-infrastr-754437e2bcc69dfe8a9a20b5496c83,cake,cake,117526263760855750-software-engineering-manager-cloud-ai-ml-infrastr-754437e2bcc69dfe8a9a20b5496c83,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Google,"Software Engineering Manager, Home Foundations","新北市, 台灣",https://www.cake.me/companies/Google/jobs/77245998874665670-software-engineering-manager-home-foundations-4140fad52639788cd4168afb0d9e69,cake,cake,77245998874665670-software-engineering-manager-home-foundations-4140fad52639788cd4168afb0d9e69,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Google,"Staff Research Scientist, Android Pixel Audio","新北市, 台灣, Australia",https://www.cake.me/companies/Google/jobs/119733254180741830-staff-research-scientist-android-pixel-audio-f38b2f22c17103d4a1c84cef15a142,cake,cake,119733254180741830-staff-research-scientist-android-pixel-audio-f38b2f22c17103d4a1c84cef15a142,Monthly Salary 0~0,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,later_senior,40,ai
Google,"Test Engineer, Android and Pixel System Test","新北市, 台灣",https://www.cake.me/companies/Google/jobs/139180576186737350-test-engineer-android-and-pixel-system-test-b7819c12c8ea1e6ca854e62c8c7855,cake,cake,139180576186737350-test-engineer-android-and-pixel-system-test-b7819c12c8ea1e6ca854e62c8c7855,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Great South Gate (GSG),Operations Analyst (GSG Funds and Prime),"台北市, 台灣",https://www.cake.me/companies/great-south-gate-gsg/jobs/operations-analyst-gsg-funds-and-prime,cake,sqlite,operations-analyst-gsg-funds-and-prime,Monthly Salary TWD 65000.0~115000.0,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,20,en
Great South Gate (GSG),Operations Analyst (GSG Pathfinder),"台北市, 台灣",https://www.cake.me/companies/great-south-gate-gsg/jobs/operations-analyst-gsg-pathfinder,cake,sqlite,operations-analyst-gsg-pathfinder,Monthly Salary TWD 65000.0~115000.0,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,20,en
HAYEK Technology 海耶克科技股份有限公司,Backend Engineer｜後端工程師,"台北市, 台灣",https://www.cake.me/companies/hayek-technology/jobs/backend-engineer-38c,cake,sqlite,backend-engineer-38c,Annual Salary TWD 1300000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Harbor,Consultant Implementation Engineer,Remote,https://remoteOK.com/remote-jobs/remote-consultant-implementation-engineer-harbor-1136987,remoteok,sqlite,1136987,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,5,en
Holon Robotics 赫侖股份有限公司,初階機器人軟體工程師 (Junior Robotics Software Engineer),"竹東鎮, 新竹縣, 台灣",https://www.cake.me/companies/106/jobs/robotics-software-application-engineer,cake,sqlite,robotics-software-application-engineer,Annual Salary TWD 700000~900000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
Holon Robotics 赫侖股份有限公司,資深機器人軟體工程師 (Senior Robotics Software Engineer),"竹東鎮, 新竹縣, 台灣",https://www.cake.me/companies/106/jobs/robotics-software-engineer-59d,cake,cake,robotics-software-engineer-59d,Annual Salary TWD 800000~1500000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
Hour Loop 飛輪電商,【Taichung】Software Engineer (Full-stack),臺中市,https://www.yourator.co/companies/hourloop/jobs/41411,yourator,sqlite,41411,"NT$ 800,000 - 1,200,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Hour Loop 飛輪電商,【Taichung】資深軟體工程師 Senior Software Engineer (Full-stack),臺中市,https://www.yourator.co/companies/hourloop/jobs/41513,yourator,sqlite,41513,"NT$ 1,200,000 - 1,800,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
Hour Loop 飛輪電商,【Taipei】Financial Analyst Assistant Intern,臺北市,https://www.yourator.co/companies/hourloop/jobs/42163,yourator,sqlite,42163,NT$ 200 - (時薪),"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,now_intern,70,en
Hour Loop 飛輪電商,【Taipei】Senior Software Engineer (Full-stack),臺北市,https://www.yourator.co/companies/hourloop/jobs/41512,yourator,sqlite,41512,"NT$ 1,200,000 - 1,800,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Hour Loop 飛輪電商,【Taipei】Software Engineer (Full-stack),臺北市,https://www.yourator.co/companies/hourloop/jobs/41413,yourator,sqlite,41413,"NT$ 800,000 - 1,200,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Hydrated Company,全端React Native 開發工程師,"台北市, 台灣, California, United States",https://www.cake.me/companies/hydrated-company/jobs/full-stack-react-native-development-engineer,cake,sqlite,full-stack-react-native-development-engineer,Monthly Salary TWD 80000~100000,market: no benchmark for this role family,software,ft,20,zh
IQronix,Android Platform Build & Test Execution Engineer,"信義區, 台北市, 台灣",https://www.cake.me/companies/iqronix/jobs/android-platform-build-test-execution-engineer,cake,sqlite,android-platform-build-test-execution-engineer,Annual Salary TWD 900000~1250000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Ideku Technology Solution Pte Ltd (新加坡商雲科有限公司),Sr. AI Agent Engineer 資深 AI Agent 工程師,"台北市, 台灣",https://www.cake.me/companies/ideku-technology-solutions/jobs/senior-ai-agent-engineer,cake,cake,senior-ai-agent-engineer,Annual Salary TWD 1100000~2200000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Ideku Technology Solution Pte Ltd (新加坡商雲科有限公司),Sr. Software Engineer - Backend 資深後端工程師,"台北市, 台灣",https://www.cake.me/companies/ideku-technology-solutions/jobs/back-end-engineer-7e7256,cake,sqlite,back-end-engineer-7e7256,Annual Salary TWD 1400000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Ideku Technology Solution Pte Ltd (新加坡商雲科有限公司),Sr. Software Engineer - Mobile Android 資深 Android 工程師（AI Products）,"台北市, 台灣",https://www.cake.me/companies/ideku-technology-solutions/jobs/senior-software-engineer-mobile-android-3cb,cake,cake,senior-software-engineer-mobile-android-3cb,Annual Salary TWD 1400000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Impinj,Senior Hardware Test Engineer,新竹市,https://www.yourator.co/companies/Impinj/jobs/48102,yourator,sqlite,48102,"NT$ 1,700,000 - 1,785,003 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
InAddition Consultants Ltd.,UX/Product Designer (Research Focus),"台北市, 台灣",https://www.cake.me/companies/inaddition-consultants/jobs/UXDesigner_ProductDesigner,cake,cake,UXDesigner_ProductDesigner,Annual Salary TWD 1000000~1200000,market: no benchmark for this role family,research,ft,20,ai
InAddition Consultants Ltd.,資深機器學習演算法工程師 (Algorithm Engineer - Risk/Anomaly Focus),"台北市, 台灣",https://www.cake.me/companies/inaddition-consultants/jobs/Algorithmengineer_Risk,cake,cake,Algorithmengineer_Risk,Annual Salary TWD 1000000~1200000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",ml_research,later_senior,40,ai
InAddition Consultants Ltd.,資深產品數據分析師 (Senior Product Analyst),"台北市, 台灣",https://www.cake.me/companies/inaddition-consultants/jobs/productdataanalyst,cake,cake,productdataanalyst,Annual Salary TWD 1000000~1200000,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,later_senior,20,zh
Interaction Design Foundation,Course Director UX UI and AI,Remote,https://remoteOK.com/remote-jobs/remote-course-director-ux-ui-and-ai-interaction-design-foundation-1137139,remoteok,sqlite,1137139,10000-750000,market: no benchmark for this role family,other,later_senior,15,en
Interaction Design Foundation,Course Writer and Editor UX UI and AI,Remote,https://remoteOK.com/remote-jobs/remote-course-writer-and-editor-ux-ui-and-ai-interaction-design-foundation-1137136,remoteok,sqlite,1137136,10000-750000,market: no benchmark for this role family,other,ft,15,en
Interaction Design Foundation,Education Designer UX UI and AI,Remote,https://remoteOK.com/remote-jobs/remote-education-designer-ux-ui-and-ai-interaction-design-foundation-1137138,remoteok,sqlite,1137138,10000-750000,market: no benchmark for this role family,other,ft,15,en
JLL Taiwan 仲量聯行,[IFM] Technician 廠務工程師（常日班） (光電業/台中西屯區),"西屯區, 台中市, 台灣",https://www.cake.me/companies/jll/jobs/de952d10-7c92-4c5c-ab0e-18343241641f-ifm-technician-plant-engineer-49cfb88c1e6d6c1cc998cd2f19b6a6,cake,cake,de952d10-7c92-4c5c-ab0e-18343241641f-ifm-technician-plant-engineer-49cfb88c1e6d6c1cc998cd2f19b6a6,Monthly Salary TWD 43000~0,market: no benchmark for this role family,software,ft,20,en
JLL Taiwan 仲量聯行,[IFM] Technician 廠務工程師（常日班） (光電業/桃園龍潭區),"龍潭區, 桃園市, 台灣",https://www.cake.me/companies/jll/jobs/50311fa7-4838-4f0a-9076-9006f896daf8-ifm-technician-day-shift-op-84c997aa2b759c6465e8d6966e1de8,cake,cake,50311fa7-4838-4f0a-9076-9006f896daf8-ifm-technician-day-shift-op-84c997aa2b759c6465e8d6966e1de8,Monthly Salary TWD 43000~0,market: no benchmark for this role family,software,ft,20,en
Jubo 智齡科技,Junior Full-Stack Engineer 全端工程師_台北,新北市,https://www.yourator.co/companies/jubohealth/jobs/47892,yourator,sqlite,47892,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Jubo 智齡科技,MIS Engineer MIS資訊工程師,新北市,https://www.yourator.co/companies/jubohealth/jobs/36440,yourator,sqlite,36440,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
